20-25,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
25-30,Standing
25-30,Standing
20-25,Standing
20-25,Standing
30-35,Standing
<20,Standing
25-30,Standing
30-35,Standing
30-35,Sitting
30-35,Sitting
30-35,Sitting
20-25,Sitting
<20,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
<20,Sitting
30-35,Sitting
20-25,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
20-25,Laying
>35,Laying
25-30,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
20-25,Laying
25-30,Laying
20-25,Laying
20-25,Laying
25-30,Laying
30-35,Walking
>35,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
>35,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
>35,Walking
>35,Walking
20-25,Walking
20-25,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
20-25,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
<20,Walking Upstairs
>35,Walking Upstairs
>35,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
30-35,Walking Upstairs
30-35,Walking Upstairs
30-35,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
30-35,Walking Upstairs
20-25,Standing
20-25,Standing
20-25,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
<20,Standing
<20,Standing
20-25,Standing
30-35,Standing
25-30,Standing
25-30,Standing
25-30,Standing
20-25,Standing
20-25,Standing
30-35,Standing
30-35,Standing
30-35,Standing
<20,Standing
25-30,Standing
30-35,Standing
30-35,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
<20,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
30-35,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
<20,Laying
25-30,Laying
30-35,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
25-30,Laying
30-35,Laying
30-35,Laying
20-25,Laying
30-35,Laying
>35,Walking
>35,Walking
25-30,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking
20-25,Walking
>35,Walking
>35,Walking
20-25,Walking
25-30,Walking
20-25,Walking
20-25,Walking
>35,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking
20-25,Walking
25-30,Walking
25-30,Walking
>35,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
>35,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
>35,Walking Upstairs
>35,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
>35,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
>35,Walking Upstairs
>35,Walking Upstairs
20-25,Standing
20-25,Standing
25-30,Standing
>35,Standing
25-30,Standing
20-25,Standing
20-25,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
20-25,Standing
30-35,Standing
30-35,Standing
30-35,Standing
25-30,Standing
20-25,Standing
20-25,Standing
20-25,Standing
30-35,Standing
25-30,Standing
<20,Standing
20-25,Standing
<20,Standing
25-30,Standing
30-35,Standing
25-30,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
30-35,Sitting
30-35,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
20-25,Laying
25-30,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
25-30,Laying
20-25,Laying
20-25,Laying
20-25,Laying
>35,Laying
25-30,Laying
25-30,Laying
25-30,Laying
20-25,Laying
30-35,Laying
25-30,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
25-30,Walking
>35,Walking
30-35,Walking
20-25,Walking
20-25,Walking
20-25,Walking
30-35,Walking
>35,Walking
20-25,Walking
25-30,Walking
>35,Walking
30-35,Walking
30-35,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
30-35,Walking
30-35,Walking
>35,Walking
20-25,Walking
20-25,Walking
30-35,Walking
>35,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
>35,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
30-35,Walking Upstairs
30-35,Walking Upstairs
30-35,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
>35,Walking Upstairs
20-25,Walking Upstairs
>35,Walking Upstairs
30-35,Walking Upstairs
25-30,Standing
25-30,Standing
30-35,Standing
>35,Standing
20-25,Standing
20-25,Standing
30-35,Standing
25-30,Standing
20-25,Standing
>35,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
20-25,Standing
25-30,Standing
25-30,Standing
>35,Standing
20-25,Standing
25-30,Standing
30-35,Standing
20-25,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
25-30,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
>35,Sitting
25-30,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
>35,Sitting
<20,Sitting
20-25,Sitting
20-25,Sitting
25-30,Sitting
25-30,Sitting
20-25,Sitting
20-25,Sitting
25-30,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
20-25,Laying
30-35,Laying
30-35,Laying
25-30,Walking
30-35,Walking
>35,Walking
25-30,Walking
25-30,Walking
30-35,Walking
20-25,Walking
20-25,Walking
25-30,Walking
30-35,Walking
20-25,Walking
25-30,Walking
25-30,Walking
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
>35,Walking
25-30,Walking
25-30,Walking
30-35,Walking
20-25,Walking
25-30,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking
>35,Walking
>35,Walking
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
30-35,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Standing
20-25,Standing
30-35,Standing
30-35,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
20-25,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
<20,Standing
20-25,Standing
20-25,Standing
20-25,Standing
>35,Standing
25-30,Standing
>35,Standing
25-30,Sitting
25-30,Sitting
20-25,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
20-25,Sitting
20-25,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
30-35,Sitting
20-25,Sitting
30-35,Sitting
25-30,Sitting
30-35,Sitting
25-30,Laying
25-30,Laying
25-30,Laying
20-25,Laying
25-30,Laying
25-30,Laying
20-25,Laying
20-25,Laying
30-35,Laying
30-35,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
20-25,Laying
20-25,Laying
30-35,Laying
30-35,Laying
20-25,Laying
25-30,Laying
20-25,Walking
25-30,Walking
25-30,Walking
25-30,Walking
30-35,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
>35,Walking
25-30,Walking
>35,Walking
20-25,Walking
>35,Walking
>35,Walking
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
>35,Walking
25-30,Walking
20-25,Walking
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
>35,Walking Upstairs
>35,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
>35,Walking DownStairs
20-25,Walking DownStairs
30-35,Walking DownStairs
>35,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
>35,Walking Upstairs
30-35,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
>35,Walking Upstairs
>35,Walking DownStairs
>35,Walking DownStairs
25-30,Walking DownStairs
25-30,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
>35,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
30-35,Walking Upstairs
30-35,Walking Upstairs
20-25,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
<20,Standing
30-35,Standing
30-35,Standing
20-25,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
20-25,Standing
25-30,Standing
<20,Standing
30-35,Standing
25-30,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
<20,Sitting
>35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
20-25,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
<20,Sitting
30-35,Sitting
30-35,Sitting
>35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
30-35,Laying
20-25,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
30-35,Laying
30-35,Laying
25-30,Laying
25-30,Laying
<20,Laying
30-35,Laying
30-35,Laying
30-35,Laying
25-30,Laying
20-25,Laying
30-35,Laying
30-35,Walking
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
20-25,Walking
25-30,Walking
25-30,Walking
20-25,Walking
25-30,Walking
25-30,Walking
25-30,Walking
20-25,Walking
30-35,Walking
>35,Walking
>35,Walking
25-30,Walking
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
25-30,Walking
25-30,Walking
20-25,Walking
25-30,Walking
25-30,Walking
30-35,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
>35,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
30-35,Walking DownStairs
>35,Walking DownStairs
>35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
30-35,Walking Upstairs
>35,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
>35,Walking Upstairs
>35,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
>35,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
25-30,Walking Upstairs
20-25,Walking DownStairs
>35,Walking DownStairs
>35,Walking DownStairs
30-35,Walking DownStairs
30-35,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
30-35,Standing
25-30,Standing
25-30,Standing
25-30,Standing
30-35,Standing
25-30,Standing
25-30,Standing
30-35,Standing
30-35,Standing
30-35,Standing
<20,Standing
25-30,Standing
25-30,Standing
>35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
30-35,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
<20,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
25-30,Sitting
25-30,Sitting
25-30,Sitting
30-35,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
<20,Sitting
30-35,Sitting
30-35,Sitting
30-35,Sitting
20-25,Laying
20-25,Laying
30-35,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
25-30,Laying
30-35,Laying
>35,Laying
30-35,Laying
>35,Laying
20-25,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
30-35,Laying
25-30,Laying
25-30,Laying
25-30,Laying
20-25,Laying
25-30,Laying
30-35,Laying
30-35,Laying
>35,Laying
>35,Laying
20-25,Laying
20-25,Laying
25-30,Laying
25-30,Walking
25-30,Walking
20-25,Walking
20-25,Walking
